Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Bronx,BX07,4,2017,October,31,31.2,59.4,128.3
Bronx,BX08,4,2017,October,42.3,42.8,80.7,167.4
Bronx,BX09,4,2017,October,23.3,24.6,38.3,91.7
Bronx,BX11,4,2017,October,33.7,31.8,62.9,137
Bronx,BX12,4,2017,October,38.2,33,80.5,162.3
Manhattan,MN01,4,2017,October,52.7,46.8,73.7,154.9
Manhattan,MN02,4,2017,October,51.1,39,84.6,148.9
Manhattan,MN03,4,2017,October,33.3,43.2,43.3,138
Manhattan,MN04,4,2017,October,47.3,34.3,83.6,133.4
Manhattan,MN05,4,2017,October,41.8,30.7,60.2,112.6
Manhattan,MN06,4,2017,October,46.5,34.1,75.5,130.6
Manhattan,MN07,4,2017,October,52.1,41,82.6,153
Manhattan,MN08,4,2017,October,51.2,41.4,80.3,150.3
Manhattan,MN09,4,2017,October,38.8,56.3,47.6,165.2
Manhattan,MN10,4,2017,October,33.6,39.8,54.9,141.7
Manhattan,MN11,4,2017,October,28,41.2,32.4,110.1
Manhattan,MN12,4,2017,October,35.4,43.4,56.5,150.8
Queens East,QE07,4,2017,October,40.4,47.4,69.8,173.9
Queens East,QE08,4,2017,October,36.6,28.3,51.5,108
Queens East,QE10,4,2017,October,43.1,37.5,83.2,161.6
Queens East,QE11,4,2017,October,46.2,51.4,80.7,196.7
Queens East,QE12,4,2017,October,31.6,34.5,70.5,141.7
Queens East,QE13,4,2017,October,38.1,35.2,84,147.4
Queens East,QE14,4,2017,October,27.9,31.1,44.9,106.6
Queens West,QW01,4,2017,October,41.6,49.1,83.5,178.1
Queens West,QW02,4,2017,October,42.4,52,79.2,184.1
Queens West,QW03,4,2017,October,32.5,32.7,66.5,128.6
Queens West,QW04,4,2017,October,33.5,34.4,66.6,134.2
Queens West,QW05,4,2017,October,49,49.3,97.5,216.1
Queens West,QW06,4,2017,October,43.1,29.5,75.8,116.6
Queens West,QW09,4,2017,October,39.5,41.7,82.1,164.1
Staten Island,SI01,4,2017,October,40.9,38.4,79.6,158.3
Staten Island,SI02,4,2017,October,41.3,42.9,76.9,163.1
Staten Island,SI03,4,2017,October,43.5,46.6,84.9,176
Brooklyn North,BKN01,4,2018,October,33.6,51.1,43.7,141.3
Brooklyn North,BKN02,4,2018,October,40.8,33.6,56.7,118.7
Brooklyn North,BKN03,4,2018,October,26.9,36.5,41,108.7
Brooklyn North,BKN04,4,2018,October,31.9,35.4,61.8,133.8
Brooklyn North,BKN05,4,2018,October,23.5,23.9,41.4,92.4
Brooklyn North,BKN08,4,2018,October,35.4,49.9,54.6,151.6
Brooklyn North,BKN09,4,2018,October,28.5,31,48.2,108.6
Brooklyn North,BKN16,4,2018,October,21,22.4,31.4,78.5
Brooklyn North,BKN17,4,2018,October,31.1,27.6,67.9,121.7
Brooklyn South,BKS06,4,2018,October,56,46.1,82.9,188.7
Brooklyn South,BKS07,4,2018,October,46.6,42.2,89.9,192.4
Brooklyn South,BKS10,4,2018,October,50,54.3,86.8,227.3
Brooklyn South,BKS11,4,2018,October,41.5,44.7,72.8,167.4
Brooklyn South,BKS12,4,2018,October,34.1,51.7,44.2,142.9
Brooklyn South,BKS13,4,2018,October,32.7,39.2,47.9,133.4
Brooklyn South,BKS14,4,2018,October,33.5,33.1,55.8,121.8
Brooklyn South,BKS15,4,2018,October,40.4,45.4,69.9,162
Brooklyn South,BKS18,4,2018,October,34.6,32.4,69.1,129.9
Bronx,BX01,4,2018,October,17.1,18,25.3,63.4
Bronx,BX02,4,2018,October,29.2,30.6,52.2,118.9
Bronx,BX03,4,2018,October,22,23.1,35.6,84.5
Bronx,BX04,4,2018,October,25.9,26.3,48.5,102.2
Bronx,BX05,4,2018,October,26.4,23.8,49.6,105
Bronx,BX06,4,2018,October,32.1,32.3,44.9,127.2
Bronx,BX07,4,2018,October,31.3,31.8,61.4,129.2
Bronx,BX08,4,2018,October,42.5,40.3,81.9,166.1
Bronx,BX09,4,2018,October,23.3,24.7,40.5,91.7
Bronx,BX10,4,2018,October,41.7,40.8,79.4,167.9
Bronx,BX11,4,2018,October,35,32.9,62.5,129.7
Bronx,BX12,4,2018,October,39.9,33.5,85.5,149
Manhattan,MN01,4,2018,October,51.9,42,75.5,153
Manhattan,MN02,4,2018,October,51,38.2,85.7,148.1
Manhattan,MN03,4,2018,October,33.2,43.8,43.8,135.3
Manhattan,MN04,4,2018,October,46.2,31.5,81,129.6
Manhattan,MN05,4,2018,October,41.3,29.1,65.3,110.3
Manhattan,MN06,4,2018,October,46.2,32.8,75.3,128.5
Manhattan,MN07,4,2018,October,52.4,40.7,81.9,154.4
Manhattan,MN08,4,2018,October,51,40.1,80.7,149.7
Manhattan,MN09,4,2018,October,39.8,54.2,48.7,167.1
Manhattan,MN10,4,2018,October,33.6,38.4,54.7,137.2
Manhattan,MN11,4,2018,October,28.1,39.7,34.2,113.9
Manhattan,MN12,4,2018,October,35.7,42.8,55.6,151.5
Queens East,QE07,4,2018,October,42.1,47.3,73.9,166.5
Queens East,QE08,4,2018,October,37.9,26.1,55.6,103.2
Queens East,QE10,4,2018,October,42.6,32.1,85.9,165.7
Queens East,QE11,4,2018,October,48.6,51,83.3,186.1
Queens East,QE12,4,2018,October,31.6,30.1,74.9,141.6
Queens East,QE13,4,2018,October,37.9,29.7,89.2,147.2
Queens East,QE14,4,2018,October,27.8,29.9,49,105.8
Queens West,QW01,4,2018,October,42,46.9,84.1,182.1
Queens West,QW02,4,2018,October,42.1,48.9,90.3,180.4
Queens West,QW03,4,2018,October,32.3,29.2,69.6,128.2
Queens West,QW04,4,2018,October,33.6,32.9,70.7,134.4
Queens West,QW05,4,2018,October,49.1,43,98.1,215.4
Queens West,QW06,4,2018,October,43.4,28.4,75,118.9
Queens West,QW09,4,2018,October,39.6,36.9,88.4,164.6
Staten Island,SI01,4,2018,October,41.9,38.1,79.8,161.9
Staten Island,SI02,4,2018,October,42,41.8,78.2,166.3
Staten Island,SI03,4,2018,October,43.5,44.1,88.7,176.2
Brooklyn North,BKN01,3,2016,September,31.9,51.4,42.2,132.6
Brooklyn North,BKN02,3,2016,September,37.6,32.4,53.6,109.5
Brooklyn North,BKN03,3,2016,September,25.5,35.6,35.7,101.6
Brooklyn North,BKN04,3,2016,September,29.7,35.1,53.7,122.3
Brooklyn North,BKN05,3,2016,September,21.8,26.9,36.2,84.4
Brooklyn North,BKN08,3,2016,September,32.2,46.6,49.9,133.2
Brooklyn North,BKN09,3,2016,September,26.3,30.2,45.4,98.5
Brooklyn North,BKN16,3,2016,September,20.4,25.5,30.8,78.5
Brooklyn North,BKN17,3,2016,September,28.8,28.8,65.8,109.4
Brooklyn South,BKS06,3,2016,September,51.1,45.6,82.3,160.4
Brooklyn South,BKS07,3,2016,September,44.2,47.4,76.5,189.2
Brooklyn South,BKS10,3,2016,September,45.3,57.7,79.8,184.9
Brooklyn South,BKS11,3,2016,September,37.4,48.8,67.1,152.9
Brooklyn South,BKS12,3,2016,September,32,59.6,37.9,133.7
Brooklyn South,BKS13,3,2016,September,28.9,40.4,45.2,116.1
Brooklyn South,BKS14,3,2016,September,30.1,33.3,52.3,105.2
Brooklyn South,BKS15,3,2016,September,37,50,64.5,150.5
Brooklyn South,BKS18,3,2016,September,31.9,33.7,62.7,116
Bronx,BX01,3,2016,September,15.8,19.7,23,57.9
Bronx,BX02,3,2016,September,27.9,32,50,111.7
Bronx,BX03,3,2016,September,21.2,25.2,33.4,80.9
Bronx,BX04,3,2016,September,24,27.7,39.7,93.2
Bronx,BX05,3,2016,September,25.3,28.2,47.8,98.8
Bronx,BX06,3,2016,September,29.3,34.9,37.4,113.5
Bronx,BX07,3,2016,September,29,33.2,54.5,117
Bronx,BX08,3,2016,September,40.5,45.6,79.2,155
Bronx,BX09,3,2016,September,21.6,26.2,35.5,83.7
Bronx,BX10,3,2016,September,37.7,42.7,75.3,151
Bronx,BX11,3,2016,September,31.5,35.3,60.1,123.2
Bronx,BX12,3,2016,September,35.5,34.8,81.3,143.5
Manhattan,MN01,3,2016,September,49.9,45.8,72.1,140
Manhattan,MN02,3,2016,September,46,37.4,75.4,124.5
Manhattan,MN03,3,2016,September,30.1,45.8,40.2,119.9
Manhattan,MN04,3,2016,September,42.9,33,77.6,113.3
Manhattan,MN05,3,2016,September,37.7,30.5,55,95.5
Manhattan,MN06,3,2016,September,43.2,35.2,73.3,114.3
Manhattan,MN07,3,2016,September,48.5,43.1,73.9,133.2
Manhattan,MN08,3,2016,September,47.5,42.3,73.9,130
Manhattan,MN09,3,2016,September,35.3,58.1,44.9,148.3
Manhattan,MN10,3,2016,September,30.5,39,49,122.7
Manhattan,MN11,3,2016,September,25.5,42.8,31.1,99.8
Manhattan,MN12,3,2016,September,32.4,46,55.5,132.5
Queens East,QE07,3,2016,September,35.8,48.4,65,143.6
Queens East,QE08,3,2016,September,32.6,28.2,49,91.1
Queens East,QE10,3,2016,September,37,35.5,74.1,142.1
Queens East,QE11,3,2016,September,43.1,53.5,80.7,172.4
Queens East,QE12,3,2016,September,29.4,33.5,68.4,127.9
Queens East,QE13,3,2016,September,35.6,34.4,82.8,133.1
Queens East,QE14,3,2016,September,25.3,30.4,43.5,93.8
Queens West,QW01,3,2016,September,38.7,48.4,79.6,159
Queens West,QW02,3,2016,September,38.7,50.9,74.3,159.6
Queens West,QW03,3,2016,September,29.9,31.3,63.8,114.6
Queens West,QW04,3,2016,September,29.4,33.6,55.9,112.3
Queens West,QW05,3,2016,September,45.1,48,90.5,185.4
Queens West,QW06,3,2016,September,40.4,30.4,68,104.9
Queens West,QW09,3,2016,September,36.7,41.1,79.7,149.3
Staten Island,SI01,3,2016,September,38.3,39.5,71.7,141.6
Staten Island,SI02,3,2016,September,38.2,44.5,75,144.3
Staten Island,SI03,3,2016,September,40.2,48.2,79.5,154.6
Brooklyn North,BKN01,3,2017,September,36.1,55.4,44.2,159.1
Brooklyn North,BKN02,3,2017,September,41.5,32.8,53.5,128.1
Brooklyn North,BKN03,3,2017,September,29.6,38.9,39.2,123.5
Brooklyn North,BKN04,3,2017,September,34.6,39.3,58.7,150.6
Brooklyn North,BKN05,3,2017,September,25.9,27.7,39.2,105.2
Brooklyn North,BKN08,3,2017,September,37.2,49.3,52.2,165.5
Brooklyn North,BKN09,3,2017,September,31.1,31.7,46.8,120.8
Brooklyn North,BKN16,3,2017,September,23.3,25.4,31.2,92.9
Brooklyn North,BKN17,3,2017,September,33.4,27.6,68.2,135.1
Brooklyn South,BKS06,3,2017,September,57.9,47.3,85.6,204.1
Brooklyn South,BKS07,3,2017,September,50.1,72.6,76.6,228.2
Brooklyn South,BKS10,3,2017,September,51.4,58.1,87.6,241.7
Brooklyn South,BKS11,3,2017,September,43.2,47.2,71.4,188
Brooklyn South,BKS12,3,2017,September,37.8,61.9,40.3,171.1
Brooklyn South,BKS13,3,2017,September,34.7,40.6,53.6,150.2
Brooklyn South,BKS14,3,2017,September,35.6,35.2,55,135.9
Brooklyn South,BKS15,3,2017,September,42.1,49.2,67.7,186.2
Brooklyn South,BKS18,3,2017,September,36.9,37.1,65.3,142.7
Bronx,BX01,3,2017,September,18.5,19.5,25.5,69.6
Bronx,BX02,3,2017,September,32.2,33.6,53,135.8
Bronx,BX03,3,2017,September,24.2,27.6,35.9,94.9
Bronx,BX04,3,2017,September,27.8,27.8,45.4,113
Bronx,BX05,3,2017,September,29.4,27.1,53.3,121
Bronx,BX06,3,2017,September,33.5,36,44.6,134.4
Bronx,BX07,3,2017,September,33.3,32.6,59.9,142
Bronx,BX08,3,2017,September,44.9,46,80,185.2
Bronx,BX09,3,2017,September,25.2,26.5,39.6,101.4
Bronx,BX10,3,2017,September,42.5,41.8,74,185.7
Bronx,BX11,3,2017,September,35.6,32,63.7,148.2
Bronx,BX12,3,2017,September,40.4,34.1,84.5,176.2
Manhattan,MN01,3,2017,September,54.9,46.6,71.1,170.5
Manhattan,MN02,3,2017,September,52.2,39.3,80.4,156.6
Manhattan,MN03,3,2017,September,35.1,45.8,42.2,148.8
Manhattan,MN04,3,2017,September,48.8,34,80.3,142.5
Manhattan,MN05,3,2017,September,42.8,30.8,60.6,117.1
Manhattan,MN06,3,2017,September,48.6,34.5,75.9,141.6
Manhattan,MN07,3,2017,September,54.3,42.6,80.4,166.5
Manhattan,MN08,3,2017,September,53.9,43.8,78.2,165.8
Manhattan,MN09,3,2017,September,40.9,59.3,46.4,180.7
Manhattan,MN10,3,2017,September,35.8,40,56.2,155.3
Manhattan,MN11,3,2017,September,29.5,41.8,30.6,118.6
Manhattan,MN12,3,2017,September,37.6,45.2,57.2,165.3
Queens East,QE07,3,2017,September,40.7,47.4,69.6,175.9
Queens East,QE08,3,2017,September,37.1,28.9,51.5,109.9
Queens East,QE10,3,2017,September,43.6,36.7,86.7,168
Queens East,QE11,3,2017,September,48.2,52.5,81.7,212.4
Queens East,QE12,3,2017,September,33.7,33.4,72.3,155.3
Queens East,QE13,3,2017,September,40.4,34.1,88.6,161.6
Queens East,QE14,3,2017,September,29.2,30.6,45,114
Queens West,QW01,3,2017,September,43.6,49.7,84.2,193
Queens West,QW02,3,2017,September,43.9,51.2,78.8,196.3
Queens West,QW03,3,2017,September,34.4,32.7,66.2,140.3
Queens West,QW04,3,2017,September,35.4,35.2,66.1,145.6
Queens West,QW05,3,2017,September,50.6,49.9,98.6,232.7
Queens West,QW06,3,2017,September,45.7,30.6,75,128.7
Queens West,QW09,3,2017,September,41.8,42.3,85.2,179.9
Staten Island,SI01,3,2017,September,43.2,38.4,79.8,174.5
Staten Island,SI02,3,2017,September,43.5,42.8,78.7,178.4
Staten Island,SI03,3,2017,September,45.9,46.3,86.9,194
Brooklyn North,BKN01,3,2018,September,36,53.1,43,156.5
Brooklyn North,BKN02,3,2018,September,42.2,34.7,55.8,126
Brooklyn North,BKN03,3,2018,September,29.2,38.9,41.9,121
Brooklyn North,BKN04,3,2018,September,34.2,36.8,61.9,148.5
Brooklyn North,BKN05,3,2018,September,25.6,25.8,41.4,103.2
Brooklyn North,BKN08,3,2018,September,37.2,50.7,53.2,164.7
Brooklyn North,BKN09,3,2018,September,30.7,31.7,49.5,119.5
Brooklyn North,BKN16,3,2018,September,23.1,25,32,87.7
Brooklyn North,BKN17,3,2018,September,33.3,28.2,69,134.1
Brooklyn South,BKS06,3,2018,September,57.3,47.6,81.3,200.5
Brooklyn South,BKS07,3,2018,September,49.9,53.1,88.4,219.7
Brooklyn South,BKS10,3,2018,September,50.4,55.6,86.3,232.6
Brooklyn South,BKS11,3,2018,September,43.1,45.8,71.6,180.6
Brooklyn South,BKS12,3,2018,September,37.4,57.2,42.7,163.6
Brooklyn South,BKS13,3,2018,September,34.2,41.3,48.3,142.9
Brooklyn South,BKS14,3,2018,September,35,34.2,53.4,130.9
Brooklyn South,BKS15,3,2018,September,42.4,48.7,68.3,177.2
Brooklyn South,BKS18,3,2018,September,36.6,32.7,68.1,142.2
Bronx,BX01,3,2018,September,18.8,19.9,25.9,70.9
Bronx,BX02,3,2018,September,32,34.4,57.6,133.5
Bronx,BX03,3,2018,September,24.2,25.8,35.6,95.2
Bronx,BX04,3,2018,September,27.4,27.7,48.4,110.3
Bronx,BX05,3,2018,September,28.6,25.9,49.4,116.9
Bronx,BX06,3,2018,September,33.7,36.1,44.2,137.4
Bronx,BX07,3,2018,September,33.4,33.5,61.7,141.7
Bronx,BX08,3,2018,September,44.9,44.5,80.2,182.7
Bronx,BX09,3,2018,September,25.1,25.3,40.1,101.2
Bronx,BX10,3,2018,September,43.1,42.1,78.5,179.4
Bronx,BX11,3,2018,September,36.9,34.1,64.2,141.3
Bronx,BX12,3,2018,September,41.2,34.9,87.4,165.1
Manhattan,MN01,3,2018,September,54.4,43.1,81.5,167.1
Manhattan,MN02,3,2018,September,52.7,38.2,84.8,159.7
Manhattan,MN03,3,2018,September,34.9,45.5,42.8,147.2
Manhattan,MN04,3,2018,September,47.8,31.5,79.1,138.9
Manhattan,MN05,3,2018,September,43.1,28.5,60.9,119.7
Manhattan,MN06,3,2018,September,48.2,32.4,74.8,140
Manhattan,MN07,3,2018,September,54.4,41.3,80.4,168
Manhattan,MN08,3,2018,September,53,40.6,78.1,162.6
Manhattan,MN09,3,2018,September,41.9,60.4,47.6,184.9
Manhattan,MN10,3,2018,September,35.8,38.9,57.1,150.8
Manhattan,MN11,3,2018,September,30.2,42.2,31.6,126.1
Manhattan,MN12,3,2018,September,37.7,45.1,56,165.8
Queens East,QE07,3,2018,September,41.2,47.3,71.8,179
Queens East,QE08,3,2018,September,37.7,26.7,56.2,113.2
Queens East,QE10,3,2018,September,43.3,33.6,88.5,172.2
Queens East,QE11,3,2018,September,50.2,53,83.8,203.2
Queens East,QE12,3,2018,September,33.6,30.2,76.9,154.7
Queens East,QE13,3,2018,September,40.1,30.4,91.9,160.6
Queens East,QE14,3,2018,September,29.8,30,50.2,116.6
Queens West,QW01,3,2018,September,43.9,47.9,85.7,196.2
Queens West,QW02,3,2018,September,43.4,50.1,83.7,191.3
Queens West,QW03,3,2018,September,34.1,29.8,70.7,138.6
Queens West,QW04,3,2018,September,35.6,34.4,70.6,146.5
Queens West,QW05,3,2018,September,50.4,44.1,101.8,227.4
Queens West,QW06,3,2018,September,45.7,29.2,77.7,129.5
Queens West,QW09,3,2018,September,41.2,37.5,87.5,177.5
Staten Island,SI01,3,2018,September,43.6,37.8,81.4,173.6
Staten Island,SI02,3,2018,September,43.5,41.8,81.2,178.5
Staten Island,SI03,3,2018,September,44.9,44.2,87.5,187.1
